inst_idx,program_dir,s,num_scenarios,rank_of_true_optimum,percentile_rank_of_true_optimum
149,programs/generated/gen_0150,2,9,1,12.5
150,programs/generated/gen_0151,8,6561,13,0.19817073170731708
151,programs/generated/gen_0152,6,729,0,0.0
152,programs/generated/gen_0153,8,6561,127,1.9359756097560976
153,programs/generated/gen_0154,4,81,16,20.0
154,programs/generated/gen_0155,8,6561,2469,37.63719512195122
155,programs/generated/gen_0156,8,6561,1121,17.088414634146343
156,programs/generated/gen_0157,8,6561,1,0.01524390243902439
157,programs/generated/gen_0158,10,59049,25535,43.24447906787698
158,programs/generated/gen_0159,8,6561,587,8.948170731707316
159,programs/generated/gen_0160,2,9,0,0.0
160,programs/generated/gen_0161,6,729,107,14.697802197802197
161,programs/generated/gen_0162,4,81,6,7.5
162,programs/generated/gen_0163,8,6561,174,2.652439024390244
163,programs/generated/gen_0164,4,81,20,25.0
164,programs/generated/gen_0165,6,729,139,19.093406593406595
165,programs/generated/gen_0166,4,81,0,0.0
166,programs/generated/gen_0167,10,59049,7160,12.12572822110825
167,programs/generated/gen_0168,2,9,0,0.0
168,programs/generated/gen_0169,8,6561,1221,18.61280487804878
169,programs/generated/gen_0170,8,6561,859,13.09451219512195
170,programs/generated/gen_0171,8,6561,1643,25.045731707317074
171,programs/generated/gen_0172,4,81,0,0.0
172,programs/generated/gen_0173,2,9,1,12.5
173,programs/generated/gen_0174,4,81,13,16.25
174,programs/generated/gen_0175,8,6561,127,1.9359756097560976
175,programs/generated/gen_0176,4,81,16,20.0
176,programs/generated/gen_0177,10,59049,511,0.8653976425958542
177,programs/generated/gen_0178,2,9,1,12.5
178,programs/generated/gen_0179,6,729,1,0.13736263736263737
179,programs/generated/gen_0180,10,59049,45,0.07620918574718873
180,programs/generated/gen_0181,4,81,20,25.0
181,programs/generated/gen_0182,10,59049,9577,16.21900826446281
182,programs/generated/gen_0183,6,729,144,19.78021978021978
183,programs/generated/gen_0184,4,81,9,11.25
184,programs/generated/gen_0185,6,729,334,45.879120879120876
185,programs/generated/gen_0186,2,9,0,0.0
186,programs/generated/gen_0187,2,9,0,0.0
187,programs/generated/gen_0188,8,6561,574,8.75
188,programs/generated/gen_0189,4,81,19,23.75
189,programs/generated/gen_0190,4,81,16,20.0
190,programs/generated/gen_0191,6,729,110,15.10989010989011
191,programs/generated/gen_0192,8,6561,692,10.548780487804878
192,programs/generated/gen_0193,4,81,18,22.5
193,programs/generated/gen_0194,4,81,16,20.0
194,programs/generated/gen_0195,4,81,22,27.5
195,programs/generated/gen_0196,4,81,17,21.25
196,programs/generated/gen_0197,10,59049,13250,22.43937135889446
197,programs/generated/gen_0198,10,59049,10193,17.262227340468772
198,programs/generated/gen_0199,4,81,14,17.5
199,programs/generated/gen_0200,4,81,24,30.0
200,programs/generated/gen_0201,8,6561,2293,34.954268292682926
201,programs/generated/gen_0202,2,9,2,25.0
202,programs/generated/gen_0203,2,9,0,0.0
203,programs/generated/gen_0204,10,59049,22380,37.90136837826853
204,programs/generated/gen_0205,6,729,147,20.192307692307693
205,programs/generated/gen_0206,4,81,21,26.25
206,programs/generated/gen_0207,4,81,20,25.0
207,programs/generated/gen_0208,10,59049,25633,43.410445739059746
208,programs/generated/gen_0209,2,9,1,12.5
209,programs/generated/gen_0210,2,9,1,12.5
210,programs/generated/gen_0211,6,729,137,18.818681318681318
211,programs/generated/gen_0212,2,9,1,12.5
212,programs/generated/gen_0213,2,9,0,0.0
213,programs/generated/gen_0214,4,81,22,27.5
214,programs/generated/gen_0215,10,59049,9327,15.79562389920065
215,programs/generated/gen_0216,8,6561,923,14.070121951219512
216,programs/generated/gen_0217,6,729,117,16.071428571428573
217,programs/generated/gen_0218,2,9,1,12.5
218,programs/generated/gen_0219,8,6561,1053,16.051829268292682
219,programs/generated/gen_0220,10,59049,5582,9.4533261075735
220,programs/generated/gen_0221,4,81,11,13.75
221,programs/generated/gen_0222,6,729,339,46.565934065934066
222,programs/generated/gen_0223,2,9,0,0.0
223,programs/generated/gen_0224,4,81,17,21.25
224,programs/generated/gen_0225,6,729,1,0.13736263736263737
225,programs/generated/gen_0226,10,59049,259,0.43862620241159733
226,programs/generated/gen_0227,6,729,110,15.10989010989011
227,programs/generated/gen_0228,6,729,115,15.796703296703297
228,programs/generated/gen_0229,6,729,96,13.186813186813186
229,programs/generated/gen_0230,10,59049,5536,9.375423384365263
230,programs/generated/gen_0231,6,729,161,22.115384615384617
231,programs/generated/gen_0232,8,6561,1261,19.222560975609756
232,programs/generated/gen_0233,8,6561,1093,16.661585365853657
233,programs/generated/gen_0234,4,81,0,0.0
234,programs/generated/gen_0235,10,59049,153,0.2591112315404417
235,programs/generated/gen_0236,8,6561,162,2.4695121951219514
236,programs/generated/gen_0237,8,6561,709,10.807926829268293
237,programs/generated/gen_0238,4,81,17,21.25
238,programs/generated/gen_0239,10,59049,12820,21.711150250643545
239,programs/generated/gen_0240,10,59049,5077,8.598089689743937
240,programs/generated/gen_0241,2,9,1,12.5
241,programs/generated/gen_0242,2,9,0,0.0
242,programs/generated/gen_0243,8,6561,774,11.798780487804878
243,programs/generated/gen_0244,2,9,1,12.5
244,programs/generated/gen_0245,4,81,0,0.0
245,programs/generated/gen_0246,8,6561,8,0.12195121951219512
246,programs/generated/gen_0247,6,729,250,34.34065934065934
247,programs/generated/gen_0248,6,729,200,27.47252747252747
248,programs/generated/gen_0249,8,6561,1389,21.173780487804876
249,programs/generated/gen_0251,6,729,0,0.0
250,programs/generated/gen_0252,8,6561,1397,21.295731707317074
251,programs/generated/gen_0253,10,59049,153,0.2591112315404417
252,programs/generated/gen_0254,8,6561,127,1.9359756097560976
253,programs/generated/gen_0255,2,9,0,0.0
254,programs/generated/gen_0256,10,59049,4013,6.796165831188186
255,programs/generated/gen_0257,2,9,0,0.0
256,programs/generated/gen_0258,10,59049,12371,20.950751930632705
257,programs/generated/gen_0259,8,6561,1769,26.966463414634145
258,programs/generated/gen_0260,10,59049,326,0.5520932123018562
259,programs/generated/gen_0261,4,81,12,15.0
260,programs/generated/gen_0262,8,6561,1068,16.28048780487805
261,programs/generated/gen_0263,10,59049,1,0.0016935374610486385
262,programs/generated/gen_0264,4,81,0,0.0
263,programs/generated/gen_0265,2,9,2,25.0
264,programs/generated/gen_0266,4,81,12,15.0
265,programs/generated/gen_0267,2,9,0,0.0
266,programs/generated/gen_0268,2,9,1,12.5
267,programs/generated/gen_0269,4,81,0,0.0
268,programs/generated/gen_0270,8,6561,1294,19.725609756097562
269,programs/generated/gen_0271,6,729,330,45.32967032967033
270,programs/generated/gen_0272,4,81,20,25.0
271,programs/generated/gen_0273,2,9,0,0.0
272,programs/generated/gen_0274,4,81,4,5.0
273,programs/generated/gen_0275,6,729,231,31.73076923076923
274,programs/generated/gen_0276,8,6561,1053,16.051829268292682
275,programs/generated/gen_0277,4,81,6,7.5
276,programs/generated/gen_0278,6,729,101,13.873626373626374
277,programs/generated/gen_0279,4,81,0,0.0
278,programs/generated/gen_0280,8,6561,2661,40.5640243902439
279,programs/generated/gen_0281,6,729,207,28.434065934065934
280,programs/generated/gen_0282,4,81,12,15.0
281,programs/generated/gen_0283,6,729,130,17.857142857142858
282,programs/generated/gen_0284,10,59049,5684,9.62606692860046
283,programs/generated/gen_0285,10,59049,19591,33.17809239940387
284,programs/generated/gen_0286,2,9,1,12.5
285,programs/generated/gen_0287,8,6561,724,11.036585365853659
286,programs/generated/gen_0288,4,81,16,20.0
287,programs/generated/gen_0289,6,729,25,3.434065934065934
288,programs/generated/gen_0290,2,9,0,0.0
289,programs/generated/gen_0291,6,729,101,13.873626373626374
290,programs/generated/gen_0292,4,81,20,25.0
291,programs/generated/gen_0293,8,6561,0,0.0
292,programs/generated/gen_0294,8,6561,2652,40.426829268292686
293,programs/generated/gen_0295,4,81,19,23.75
294,programs/generated/gen_0296,6,729,80,10.989010989010989
295,programs/generated/gen_0297,6,729,253,34.752747252747255
296,programs/generated/gen_0298,2,9,0,0.0
297,programs/generated/gen_0299,10,59049,2624,4.443842297791627
298,programs/generated/gen_0300,4,81,13,16.25
299,programs/generated/gen_0301,10,59049,5692,9.63961522828885
300,programs/generated/gen_0302,6,729,144,19.78021978021978
301,programs/generated/gen_0303,8,6561,104,1.5853658536585367
302,programs/generated/gen_0304,8,6561,1077,16.41768292682927
303,programs/generated/gen_0305,2,9,0,0.0
304,programs/generated/gen_0306,2,9,0,0.0
305,programs/generated/gen_0307,10,59049,5558,9.412681208508332
306,programs/generated/gen_0308,8,6561,71,1.0823170731707317
307,programs/generated/gen_0309,6,729,246,33.79120879120879
308,programs/generated/gen_0310,4,81,15,18.75
309,programs/generated/gen_0311,8,6561,2067,31.509146341463413
310,programs/generated/gen_0312,8,6561,1109,16.90548780487805
311,programs/generated/gen_0313,6,729,193,26.51098901098901
312,programs/generated/gen_0314,4,81,11,13.75
313,programs/generated/gen_0315,6,729,0,0.0
314,programs/generated/gen_0316,4,81,22,27.5
315,programs/generated/gen_0317,10,59049,13272,22.476629183037527
316,programs/generated/gen_0318,2,9,0,0.0
317,programs/generated/gen_0319,8,6561,1426,21.73780487804878
318,programs/generated/gen_0320,10,59049,9592,16.24441132637854
319,programs/generated/gen_0321,2,9,0,0.0
320,programs/generated/gen_0322,10,59049,6627,11.223072754369326
321,programs/generated/gen_0323,4,81,19,23.75
322,programs/generated/gen_0324,6,729,21,2.8846153846153846
323,programs/generated/gen_0325,8,6561,834,12.713414634146341
324,programs/generated/gen_0326,10,59049,7806,13.219753420945672
325,programs/generated/gen_0327,6,729,321,44.09340659340659
326,programs/generated/gen_0328,2,9,0,0.0
327,programs/generated/gen_0329,6,729,292,40.10989010989011
328,programs/generated/gen_0330,10,59049,7152,12.112179921419862
329,programs/generated/gen_0331,2,9,0,0.0
330,programs/generated/gen_0332,10,59049,5658,9.582034954613196
331,programs/generated/gen_0333,10,59049,2136,3.6173960167998915
332,programs/generated/gen_0334,2,9,1,12.5
333,programs/generated/gen_0335,2,9,0,0.0
334,programs/generated/gen_0336,4,81,17,21.25
335,programs/generated/gen_0337,10,59049,21971,37.20871155669963
336,programs/generated/gen_0338,4,81,24,30.0
337,programs/generated/gen_0339,6,729,160,21.978021978021978
338,programs/generated/gen_0340,8,6561,28,0.4268292682926829
339,programs/generated/gen_0341,2,9,1,12.5
340,programs/generated/gen_0342,4,81,15,18.75
341,programs/generated/gen_0343,8,6561,1344,20.48780487804878
342,programs/generated/gen_0344,6,729,346,47.527472527472526
343,programs/generated/gen_0345,6,729,237,32.55494505494506
344,programs/generated/gen_0346,10,59049,522,0.8840265546673892
345,programs/generated/gen_0347,4,81,22,27.5
346,programs/generated/gen_0348,6,729,36,4.945054945054945
347,programs/generated/gen_0349,10,59049,10851,18.376574989838776
348,programs/generated/gen_0350,4,81,7,8.75
349,programs/generated/gen_0351,6,729,148,20.32967032967033
350,programs/generated/gen_0352,4,81,20,25.0
351,programs/generated/gen_0353,2,9,0,0.0
352,programs/generated/gen_0354,2,9,0,0.0
353,programs/generated/gen_0355,2,9,0,0.0
354,programs/generated/gen_0356,4,81,30,37.5
355,programs/generated/gen_0357,8,6561,2406,36.676829268292686
356,programs/generated/gen_0358,8,6561,1053,16.051829268292682
357,programs/generated/gen_0359,2,9,0,0.0
358,programs/generated/gen_0360,10,59049,6736,11.407668337623628
359,programs/generated/gen_0361,6,729,103,14.148351648351648
360,programs/generated/gen_0362,10,59049,19319,32.717450209998646
361,programs/generated/gen_0363,2,9,0,0.0
362,programs/generated/gen_0364,2,9,1,12.5
363,programs/generated/gen_0365,8,6561,1043,15.899390243902438
364,programs/generated/gen_0366,2,9,1,12.5
365,programs/generated/gen_0367,6,729,161,22.115384615384617
366,programs/generated/gen_0368,6,729,197,27.060439560439562
367,programs/generated/gen_0369,4,81,20,25.0
368,programs/generated/gen_0370,6,729,0,0.0
369,programs/generated/gen_0371,2,9,1,12.5
370,programs/generated/gen_0372,2,9,0,0.0
371,programs/generated/gen_0373,8,6561,1326,20.213414634146343
372,programs/generated/gen_0374,8,6561,1043,15.899390243902438
373,programs/generated/gen_0375,6,729,132,18.13186813186813
374,programs/generated/gen_0376,4,81,30,37.5
375,programs/generated/gen_0377,4,81,14,17.5
376,programs/generated/gen_0378,4,81,19,23.75
377,programs/generated/gen_0379,2,9,0,0.0
378,programs/generated/gen_0380,10,59049,5550,9.399132908819944
379,programs/generated/gen_0381,10,59049,22651,38.360317030212705
380,programs/generated/gen_0382,2,9,1,12.5
381,programs/generated/gen_0383,2,9,0,0.0
382,programs/generated/gen_0384,8,6561,1045,15.929878048780488
383,programs/generated/gen_0385,4,81,22,27.5
384,programs/generated/gen_0386,8,6561,1057,16.11280487804878
385,programs/generated/gen_0387,6,729,131,17.994505494505493
386,programs/generated/gen_0388,8,6561,2818,42.957317073170735
387,programs/generated/gen_0389,4,81,0,0.0
388,programs/generated/gen_0390,2,9,0,0.0
389,programs/generated/gen_0391,8,6561,432,6.585365853658536
390,programs/generated/gen_0392,8,6561,1043,15.899390243902438
391,programs/generated/gen_0393,6,729,104,14.285714285714286
392,programs/generated/gen_0394,8,6561,2856,43.53658536585366
393,programs/generated/gen_0395,4,81,20,25.0
394,programs/generated/gen_0396,6,729,104,14.285714285714286
395,programs/generated/gen_0397,8,6561,134,2.042682926829268
396,programs/generated/gen_0398,2,9,0,0.0
397,programs/generated/gen_0399,2,9,1,12.5
398,programs/generated/gen_0400,10,59049,5550,9.399132908819944
399,programs/generated/gen_0401,6,729,189,25.96153846153846
400,programs/generated/gen_0402,10,59049,603,1.021203089012329
401,programs/generated/gen_0403,6,729,0,0.0
402,programs/generated/gen_0404,8,6561,1062,16.1890243902439
403,programs/generated/gen_0405,8,6561,2638,40.21341463414634
404,programs/generated/gen_0406,10,59049,24477,41.45271643408752
405,programs/generated/gen_0407,6,729,89,12.225274725274724
406,programs/generated/gen_0408,8,6561,2115,32.24085365853659
407,programs/generated/gen_0409,6,729,158,21.703296703296704
408,programs/generated/gen_0410,2,9,0,0.0
409,programs/generated/gen_0411,8,6561,0,0.0
410,programs/generated/gen_0412,2,9,0,0.0
411,programs/generated/gen_0413,10,59049,14755,24.98814523777266
412,programs/generated/gen_0414,10,59049,8868,15.018290204579325
413,programs/generated/gen_0415,10,59049,14732,24.94919387616854
414,programs/generated/gen_0416,8,6561,2499,38.09451219512195
415,programs/generated/gen_0417,6,729,0,0.0
416,programs/generated/gen_0418,2,9,0,0.0
417,programs/generated/gen_0419,10,59049,11697,19.809307681885922
418,programs/generated/gen_0420,4,81,0,0.0
419,programs/generated/gen_0421,8,6561,1900,28.963414634146343
420,programs/generated/gen_0422,10,59049,6156,10.425416610215418
421,programs/generated/gen_0423,2,9,0,0.0
422,programs/generated/gen_0424,6,729,144,19.78021978021978
423,programs/generated/gen_0425,4,81,16,20.0
424,programs/generated/gen_0426,2,9,0,0.0
425,programs/generated/gen_0427,8,6561,1248,19.024390243902438
426,programs/generated/gen_0428,8,6561,36,0.5487804878048781
427,programs/generated/gen_0429,6,729,106,14.56043956043956
428,programs/generated/gen_0430,10,59049,10,0.016935374610486383
429,programs/generated/gen_0431,10,59049,5337,9.038409429616584
430,programs/generated/gen_0432,10,59049,4825,8.17131824955968
431,programs/generated/gen_0433,4,81,0,0.0
432,programs/generated/gen_0434,4,81,19,23.75
433,programs/generated/gen_0435,6,729,48,6.593406593406593
434,programs/generated/gen_0436,4,81,11,13.75
435,programs/generated/gen_0437,8,6561,50,0.7621951219512195
436,programs/generated/gen_0438,4,81,16,20.0
437,programs/generated/gen_0439,4,81,3,3.75
438,programs/generated/gen_0440,2,9,0,0.0
439,programs/generated/gen_0441,4,81,30,37.5
440,programs/generated/gen_0442,6,729,160,21.978021978021978
441,programs/generated/gen_0443,8,6561,1326,20.213414634146343
442,programs/generated/gen_0444,2,9,0,0.0
443,programs/generated/gen_0445,10,59049,9771,16.547554531906247
444,programs/generated/gen_0446,8,6561,1559,23.765243902439025
445,programs/generated/gen_0447,8,6561,2453,37.39329268292683
446,programs/generated/gen_0448,2,9,0,0.0
447,programs/generated/gen_0449,8,6561,1426,21.73780487804878
448,programs/generated/gen_0450,4,81,22,27.5
449,programs/generated/gen_0451,4,81,12,15.0
450,programs/generated/gen_0452,6,729,11,1.510989010989011
451,programs/generated/gen_0453,2,9,0,0.0
452,programs/generated/gen_0454,10,59049,5913,10.0138870071806
453,programs/generated/gen_0455,4,81,0,0.0
454,programs/generated/gen_0456,2,9,0,0.0
455,programs/generated/gen_0457,10,59049,13821,23.40638124915323
456,programs/generated/gen_0458,4,81,20,25.0
457,programs/generated/gen_0459,4,81,16,20.0
458,programs/generated/gen_0460,6,729,0,0.0
459,programs/generated/gen_0461,6,729,148,20.32967032967033
460,programs/generated/gen_0462,4,81,0,0.0
461,programs/generated/gen_0463,10,59049,619,1.0482996883891071
462,programs/generated/gen_0464,2,9,1,12.5
463,programs/generated/gen_0465,2,9,0,0.0
464,programs/generated/gen_0466,4,81,19,23.75
465,programs/generated/gen_0467,2,9,0,0.0
466,programs/generated/gen_0468,10,59049,7690,13.02330307546403
467,programs/generated/gen_0469,4,81,0,0.0
468,programs/generated/gen_0470,10,59049,19437,32.917287630402384
469,programs/generated/gen_0471,4,81,21,26.25
470,programs/generated/gen_0472,8,6561,2284,34.81707317073171
471,programs/generated/gen_0473,8,6561,1135,17.301829268292682
472,programs/generated/gen_0474,10,59049,11239,19.033667524725647
473,programs/generated/gen_0475,4,81,6,7.5
474,programs/generated/gen_0476,6,729,111,15.247252747252746
475,programs/generated/gen_0477,6,729,155,21.291208791208792
476,programs/generated/gen_0478,4,81,25,31.25
477,programs/generated/gen_0479,4,81,16,20.0
478,programs/generated/gen_0480,10,59049,4521,7.656482861400894
479,programs/generated/gen_0481,6,729,101,13.873626373626374
480,programs/generated/gen_0482,4,81,16,20.0
481,programs/generated/gen_0483,2,9,1,12.5
482,programs/generated/gen_0484,6,729,142,19.505494505494507
483,programs/generated/gen_0485,6,729,169,23.214285714285715
484,programs/generated/gen_0486,10,59049,28562,48.37081696247121
485,programs/generated/gen_0487,10,59049,15830,26.808698008399947
486,programs/generated/gen_0488,4,81,19,23.75
487,programs/generated/gen_0489,8,6561,1156,17.621951219512194
488,programs/generated/gen_0490,10,59049,23393,39.6169218263108
489,programs/generated/gen_0491,4,81,0,0.0
490,programs/generated/gen_0492,2,9,0,0.0
491,programs/generated/gen_0493,8,6561,680,10.365853658536585
492,programs/generated/gen_0494,2,9,0,0.0
493,programs/generated/gen_0495,2,9,2,25.0
494,programs/generated/gen_0496,8,6561,2124,32.3780487804878
495,programs/generated/gen_0497,10,59049,20432,34.60235740414578
496,programs/generated/gen_0498,10,59049,5940,10.059612518628912
497,programs/generated/gen_0499,10,59049,6897,11.680327868852459
