inst_idx,program_dir,s,num_scenarios,rank_of_true_optimum,percentile_rank_of_true_optimum
301,programs/generated/gen_0303,8,6561,6,0.09146341463414634
302,programs/generated/gen_0304,8,6561,683,10.411585365853659
303,programs/generated/gen_0305,2,9,2,25.0
304,programs/generated/gen_0306,2,9,2,25.0
305,programs/generated/gen_0307,10,59049,6201,10.501625795962607
306,programs/generated/gen_0308,8,6561,71,1.0823170731707317
307,programs/generated/gen_0309,6,729,134,18.406593406593405
308,programs/generated/gen_0310,4,81,14,17.5
309,programs/generated/gen_0311,8,6561,684,10.426829268292684
310,programs/generated/gen_0312,8,6561,1026,15.640243902439025
311,programs/generated/gen_0313,6,729,147,20.192307692307693
312,programs/generated/gen_0314,4,81,20,25.0
313,programs/generated/gen_0315,6,729,51,7.0054945054945055
314,programs/generated/gen_0316,4,81,19,23.75
315,programs/generated/gen_0317,10,59049,21690,36.73282753014497
316,programs/generated/gen_0318,2,9,2,25.0
317,programs/generated/gen_0319,8,6561,1163,17.728658536585368
318,programs/generated/gen_0320,10,59049,6184,10.47283565912478
319,programs/generated/gen_0321,2,9,2,25.0
320,programs/generated/gen_0322,10,59049,6177,10.46098089689744
321,programs/generated/gen_0323,4,81,19,23.75
322,programs/generated/gen_0324,6,729,51,7.0054945054945055
323,programs/generated/gen_0325,8,6561,678,10.335365853658537
324,programs/generated/gen_0326,10,59049,6196,10.493158108657363
325,programs/generated/gen_0327,6,729,155,21.291208791208792
326,programs/generated/gen_0328,2,9,2,25.0
327,programs/generated/gen_0329,6,729,146,20.054945054945055
328,programs/generated/gen_0330,10,59049,6204,10.506706408345753
329,programs/generated/gen_0331,2,9,2,25.0
330,programs/generated/gen_0332,10,59049,6184,10.47283565912478
331,programs/generated/gen_0333,10,59049,2342,3.966264733775911
332,programs/generated/gen_0334,2,9,0,0.0
333,programs/generated/gen_0335,2,9,2,25.0
334,programs/generated/gen_0336,4,81,20,25.0
335,programs/generated/gen_0337,10,59049,6181,10.467755046741633
336,programs/generated/gen_0338,4,81,15,18.75
337,programs/generated/gen_0339,6,729,113,15.521978021978022
338,programs/generated/gen_0340,8,6561,71,1.0823170731707317
339,programs/generated/gen_0341,2,9,0,0.0
340,programs/generated/gen_0342,4,81,14,17.5
341,programs/generated/gen_0343,8,6561,1085,16.539634146341463
342,programs/generated/gen_0344,6,729,139,19.093406593406595
343,programs/generated/gen_0345,6,729,116,15.934065934065934
344,programs/generated/gen_0346,10,59049,0,0.0
345,programs/generated/gen_0347,4,81,19,23.75
346,programs/generated/gen_0348,6,729,20,2.7472527472527473
347,programs/generated/gen_0349,10,59049,19987,33.84873323397913
348,programs/generated/gen_0350,4,81,0,0.0
349,programs/generated/gen_0351,6,729,113,15.521978021978022
350,programs/generated/gen_0352,4,81,20,25.0
351,programs/generated/gen_0353,2,9,2,25.0
352,programs/generated/gen_0354,2,9,2,25.0
353,programs/generated/gen_0355,2,9,2,25.0
354,programs/generated/gen_0356,4,81,15,18.75
355,programs/generated/gen_0357,8,6561,689,10.503048780487806
356,programs/generated/gen_0358,8,6561,686,10.457317073170731
357,programs/generated/gen_0359,2,9,2,25.0
358,programs/generated/gen_0360,10,59049,6184,10.47283565912478
359,programs/generated/gen_0361,6,729,113,15.521978021978022
360,programs/generated/gen_0362,10,59049,13538,22.927110147676466
361,programs/generated/gen_0363,2,9,2,25.0
362,programs/generated/gen_0364,2,9,0,0.0
363,programs/generated/gen_0365,8,6561,681,10.38109756097561
364,programs/generated/gen_0366,2,9,0,0.0
365,programs/generated/gen_0367,6,729,111,15.247252747252746
366,programs/generated/gen_0368,6,729,211,28.983516483516482
367,programs/generated/gen_0369,4,81,20,25.0
368,programs/generated/gen_0370,6,729,51,7.0054945054945055
369,programs/generated/gen_0371,2,9,0,0.0
370,programs/generated/gen_0372,2,9,2,25.0
371,programs/generated/gen_0373,8,6561,1022,15.579268292682928
372,programs/generated/gen_0374,8,6561,681,10.38109756097561
373,programs/generated/gen_0375,6,729,112,15.384615384615385
374,programs/generated/gen_0376,4,81,15,18.75
375,programs/generated/gen_0377,4,81,20,25.0
376,programs/generated/gen_0378,4,81,19,23.75
377,programs/generated/gen_0379,2,9,2,25.0
378,programs/generated/gen_0380,10,59049,6204,10.506706408345753
379,programs/generated/gen_0381,10,59049,13328,22.571467280856254
380,programs/generated/gen_0382,2,9,0,0.0
381,programs/generated/gen_0383,2,9,2,25.0
382,programs/generated/gen_0384,8,6561,683,10.411585365853659
383,programs/generated/gen_0385,4,81,19,23.75
384,programs/generated/gen_0386,8,6561,689,10.503048780487806
385,programs/generated/gen_0387,6,729,147,20.192307692307693
386,programs/generated/gen_0388,8,6561,1085,16.539634146341463
387,programs/generated/gen_0389,4,81,16,20.0
388,programs/generated/gen_0390,2,9,2,25.0
389,programs/generated/gen_0391,8,6561,692,10.548780487804878
390,programs/generated/gen_0392,8,6561,681,10.38109756097561
391,programs/generated/gen_0393,6,729,113,15.521978021978022
392,programs/generated/gen_0394,8,6561,1452,22.134146341463413
393,programs/generated/gen_0395,4,81,20,25.0
394,programs/generated/gen_0396,6,729,113,15.521978021978022
395,programs/generated/gen_0397,8,6561,71,1.0823170731707317
396,programs/generated/gen_0398,2,9,2,25.0
397,programs/generated/gen_0399,2,9,0,0.0
398,programs/generated/gen_0400,10,59049,6204,10.506706408345753
399,programs/generated/gen_0401,6,729,154,21.153846153846153
400,programs/generated/gen_0402,10,59049,0,0.0
401,programs/generated/gen_0403,6,729,51,7.0054945054945055
402,programs/generated/gen_0404,8,6561,689,10.503048780487806
403,programs/generated/gen_0405,8,6561,689,10.503048780487806
404,programs/generated/gen_0406,10,59049,6180,10.466061509280586
405,programs/generated/gen_0407,6,729,113,15.521978021978022
406,programs/generated/gen_0408,8,6561,1780,27.134146341463413
407,programs/generated/gen_0409,6,729,139,19.093406593406595
408,programs/generated/gen_0410,2,9,2,25.0
409,programs/generated/gen_0411,8,6561,7,0.10670731707317073
410,programs/generated/gen_0412,2,9,2,25.0
411,programs/generated/gen_0413,10,59049,16809,28.466671182766564
412,programs/generated/gen_0414,10,59049,6204,10.506706408345753
413,programs/generated/gen_0415,10,59049,12824,21.71792440048774
414,programs/generated/gen_0416,8,6561,1519,23.15548780487805
415,programs/generated/gen_0417,6,729,51,7.0054945054945055
416,programs/generated/gen_0418,2,9,2,25.0
417,programs/generated/gen_0419,10,59049,13345,22.60025741769408
418,programs/generated/gen_0420,4,81,16,20.0
419,programs/generated/gen_0421,8,6561,1150,17.53048780487805
420,programs/generated/gen_0422,10,59049,6193,10.488077496274217
421,programs/generated/gen_0423,2,9,2,25.0
422,programs/generated/gen_0424,6,729,115,15.796703296703297
423,programs/generated/gen_0425,4,81,15,18.75
424,programs/generated/gen_0426,2,9,2,25.0
425,programs/generated/gen_0427,8,6561,1189,18.125
426,programs/generated/gen_0428,8,6561,71,1.0823170731707317
427,programs/generated/gen_0429,6,729,116,15.934065934065934
428,programs/generated/gen_0430,10,59049,0,0.0
429,programs/generated/gen_0431,10,59049,6180,10.466061509280586
430,programs/generated/gen_0432,10,59049,6193,10.488077496274217
431,programs/generated/gen_0433,4,81,16,20.0
432,programs/generated/gen_0434,4,81,19,23.75
433,programs/generated/gen_0435,6,729,51,7.0054945054945055
434,programs/generated/gen_0436,4,81,14,17.5
435,programs/generated/gen_0437,8,6561,86,1.3109756097560976
436,programs/generated/gen_0438,4,81,15,18.75
437,programs/generated/gen_0439,4,81,16,20.0
438,programs/generated/gen_0440,2,9,2,25.0
439,programs/generated/gen_0441,4,81,15,18.75
440,programs/generated/gen_0442,6,729,113,15.521978021978022
441,programs/generated/gen_0443,8,6561,1022,15.579268292682928
442,programs/generated/gen_0444,2,9,2,25.0
443,programs/generated/gen_0445,10,59049,6170,10.449126134670099
444,programs/generated/gen_0446,8,6561,1082,16.49390243902439
445,programs/generated/gen_0447,8,6561,1452,22.134146341463413
446,programs/generated/gen_0448,2,9,2,25.0
447,programs/generated/gen_0449,8,6561,1163,17.728658536585368
448,programs/generated/gen_0450,4,81,19,23.75
449,programs/generated/gen_0451,4,81,15,18.75
450,programs/generated/gen_0452,6,729,27,3.708791208791209
451,programs/generated/gen_0453,2,9,2,25.0
452,programs/generated/gen_0454,10,59049,6184,10.47283565912478
453,programs/generated/gen_0455,4,81,16,20.0
454,programs/generated/gen_0456,2,9,2,25.0
455,programs/generated/gen_0457,10,59049,20038,33.935103644492614
456,programs/generated/gen_0458,4,81,20,25.0
457,programs/generated/gen_0459,4,81,15,18.75
458,programs/generated/gen_0460,6,729,51,7.0054945054945055
459,programs/generated/gen_0461,6,729,113,15.521978021978022
460,programs/generated/gen_0462,4,81,16,20.0
461,programs/generated/gen_0463,10,59049,372,0.6299959355100935
462,programs/generated/gen_0464,2,9,0,0.0
463,programs/generated/gen_0465,2,9,2,25.0
464,programs/generated/gen_0466,4,81,15,18.75
465,programs/generated/gen_0467,2,9,2,25.0
466,programs/generated/gen_0468,10,59049,6186,10.476222734046877
467,programs/generated/gen_0469,4,81,16,20.0
468,programs/generated/gen_0470,10,59049,6180,10.466061509280586
469,programs/generated/gen_0471,4,81,21,26.25
470,programs/generated/gen_0472,8,6561,681,10.38109756097561
471,programs/generated/gen_0473,8,6561,692,10.548780487804878
472,programs/generated/gen_0474,10,59049,13214,22.37840401029671
473,programs/generated/gen_0475,4,81,16,20.0
474,programs/generated/gen_0476,6,729,112,15.384615384615385
475,programs/generated/gen_0477,6,729,112,15.384615384615385
476,programs/generated/gen_0478,4,81,20,25.0
477,programs/generated/gen_0479,4,81,15,18.75
478,programs/generated/gen_0480,10,59049,6204,10.506706408345753
479,programs/generated/gen_0481,6,729,155,21.291208791208792
480,programs/generated/gen_0482,4,81,15,18.75
481,programs/generated/gen_0483,2,9,0,0.0
482,programs/generated/gen_0484,6,729,113,15.521978021978022
483,programs/generated/gen_0485,6,729,110,15.10989010989011
484,programs/generated/gen_0486,10,59049,20039,33.936797181953665
485,programs/generated/gen_0487,10,59049,13345,22.60025741769408
486,programs/generated/gen_0488,4,81,15,18.75
487,programs/generated/gen_0489,8,6561,692,10.548780487804878
488,programs/generated/gen_0490,10,59049,17445,29.543761007993496
489,programs/generated/gen_0491,4,81,16,20.0
490,programs/generated/gen_0492,2,9,2,25.0
491,programs/generated/gen_0493,8,6561,686,10.457317073170731
492,programs/generated/gen_0494,2,9,2,25.0
493,programs/generated/gen_0495,2,9,0,0.0
494,programs/generated/gen_0496,8,6561,1022,15.579268292682928
495,programs/generated/gen_0497,10,59049,14857,25.16088605879962
496,programs/generated/gen_0498,10,59049,6180,10.466061509280586
497,programs/generated/gen_0499,10,59049,6186,10.476222734046877
